,neighbourhood_group,price,minimum_nights,number_of_reviews,price_category,availability_365
32755,Brooklyn,140,2,42,Medium,26
32767,Manhattan,125,2,49,Medium,2
32770,Bronx,107,1,47,Medium,8
32773,Bronx,150,1,29,Medium,24
32776,Brooklyn,110,2,44,Medium,288
32790,Brooklyn,170,2,12,Medium,308
32795,Manhattan,105,2,33,Medium,45
32798,Manhattan,122,1,71,Medium,91
32800,Manhattan,299,3,76,Medium,91
32810,Manhattan,160,5,25,Medium,0
32815,Manhattan,180,2,20,Medium,89
32827,Manhattan,195,3,38,Medium,9
32844,Queens,125,1,18,Medium,166
32854,Manhattan,134,2,16,Medium,12
32858,Brooklyn,300,3,33,High,292
32868,Manhattan,150,4,11,Medium,3
32873,Manhattan,275,2,20,Medium,10
32874,Brooklyn,110,3,51,Medium,46
32875,Bronx,115,2,36,Medium,114
32881,Manhattan,129,1,38,Medium,151
32882,Manhattan,119,1,35,Medium,156
32883,Manhattan,119,1,42,Medium,120
32891,Manhattan,190,3,19,Medium,14
32911,Manhattan,115,3,19,Medium,189
32915,Manhattan,195,1,48,Medium,0
32917,Brooklyn,109,1,75,Medium,20
32918,Manhattan,109,3,35,Medium,0
32927,Manhattan,850,5,11,High,45
32932,Brooklyn,347,4,22,High,70
32934,Brooklyn,190,3,26,Medium,251
32938,Manhattan,175,5,20,Medium,36
32940,Manhattan,120,2,28,Medium,0
32942,Brooklyn,190,1,95,Medium,0
32952,Brooklyn,140,3,15,Medium,240
32954,Manhattan,393,1,11,High,300
32963,Manhattan,125,1,16,Medium,80
32972,Manhattan,220,3,12,Medium,43
32982,Brooklyn,200,1,15,Medium,2
32985,Manhattan,200,1,12,Medium,0
32986,Brooklyn,190,1,12,Medium,9
32988,Manhattan,230,2,11,Medium,59
32993,Manhattan,350,2,19,High,163
32996,Manhattan,209,1,40,Medium,247
32997,Manhattan,125,2,22,Medium,291
32998,Brooklyn,150,1,95,Medium,243
32999,Manhattan,125,1,63,Medium,293
33005,Brooklyn,150,1,109,Medium,241
33007,Brooklyn,200,2,27,Medium,217
33009,Brooklyn,183,3,24,Medium,115
33034,Brooklyn,165,2,49,Medium,191
33038,Manhattan,129,1,29,Medium,245
33040,Manhattan,109,3,14,Medium,0
33051,Manhattan,200,4,18,Medium,5
33059,Brooklyn,106,4,21,Medium,58
33064,Brooklyn,200,2,36,Medium,321
33065,Brooklyn,200,1,26,Medium,69
33078,Queens,175,2,42,Medium,238
33082,Queens,120,1,23,Medium,189
33084,Queens,249,2,15,Medium,360
33085,Bronx,110,2,25,Medium,171
33087,Brooklyn,170,1,27,Medium,137
33098,Brooklyn,119,2,46,Medium,81
33103,Manhattan,280,2,40,Medium,119
33110,Manhattan,150,3,27,Medium,19
33111,Brooklyn,163,3,20,Medium,309
33121,Manhattan,145,2,16,Medium,2
33143,Brooklyn,175,5,21,Medium,0
33145,Brooklyn,300,2,27,High,347
33146,Brooklyn,130,2,15,Medium,174
33147,Manhattan,170,1,28,Medium,0
33150,Manhattan,131,3,35,Medium,0
33154,Manhattan,250,2,72,Medium,96
33159,Manhattan,112,2,31,Medium,340
33161,Manhattan,169,5,45,Medium,150
33169,Brooklyn,120,2,13,Medium,52
33177,Manhattan,125,2,41,Medium,48
33181,Brooklyn,120,2,22,Medium,40
33189,Manhattan,249,1,37,Medium,352
33195,Brooklyn,108,2,26,Medium,315
33197,Manhattan,499,4,41,High,10
33202,Queens,155,2,43,Medium,239
33206,Brooklyn,220,2,23,Medium,270
33219,Manhattan,150,7,12,Medium,354
33221,Manhattan,219,1,36,Medium,321
33223,Brooklyn,171,2,19,Medium,81
33226,Manhattan,309,1,15,High,143
33239,Bronx,142,2,31,Medium,312
33240,Manhattan,150,2,28,Medium,0
33268,Brooklyn,120,60,13,Medium,0
33271,Manhattan,120,1,16,Medium,9
33277,Queens,129,2,21,Medium,90
33287,Brooklyn,250,3,30,Medium,114
33288,Brooklyn,125,2,22,Medium,282
33291,Brooklyn,195,3,11,Medium,0
33297,Manhattan,295,2,26,Medium,2
33301,Brooklyn,449,3,33,High,329
33303,Brooklyn,195,2,55,Medium,30
33310,Bronx,125,2,23,Medium,155
33312,Manhattan,250,2,27,Medium,180
33317,Brooklyn,229,2,55,Medium,215
33326,Manhattan,350,5,36,High,124
33329,Manhattan,135,2,23,Medium,328
33357,Brooklyn,130,1,16,Medium,0
33359,Brooklyn,125,1,22,Medium,93
33364,Manhattan,125,1,54,Medium,341
33371,Brooklyn,265,3,23,Medium,365
33375,Brooklyn,210,2,35,Medium,190
33382,Brooklyn,110,3,38,Medium,101
33389,Manhattan,180,4,11,Medium,1
33391,Brooklyn,125,2,13,Medium,1
33393,Manhattan,110,7,15,Medium,4
33398,Queens,150,2,17,Medium,10
33400,Manhattan,149,2,13,Medium,185
33410,Brooklyn,345,2,25,High,321
33414,Manhattan,119,2,12,Medium,5
33420,Manhattan,150,1,82,Medium,51
33441,Manhattan,125,2,21,Medium,141
33448,Queens,145,3,55,Medium,133
33464,Brooklyn,200,3,11,Medium,0
33468,Brooklyn,130,1,35,Medium,0
33471,Brooklyn,118,1,29,Medium,288
33477,Brooklyn,110,1,52,Medium,44
33482,Brooklyn,150,6,16,Medium,168
33498,Manhattan,139,2,31,Medium,81
33502,Queens,149,1,41,Medium,140
33503,Brooklyn,175,1,11,Medium,90
33507,Manhattan,180,4,23,Medium,233
33511,Manhattan,150,3,22,Medium,261
33515,Brooklyn,110,4,18,Medium,46
33518,Brooklyn,330,1,34,High,147
33538,Manhattan,250,4,20,Medium,228
33539,Bronx,142,1,29,Medium,48
33542,Bronx,142,1,36,Medium,57
33543,Manhattan,179,5,32,Medium,12
33544,Queens,140,1,36,Medium,70
33545,Manhattan,465,2,31,High,142
33550,Brooklyn,180,3,13,Medium,0
33554,Queens,285,2,30,Medium,172
33556,Bronx,142,1,30,Medium,48
33558,Bronx,142,1,30,Medium,57
33562,Manhattan,120,2,16,Medium,0
33565,Manhattan,200,2,42,Medium,129
33570,Brooklyn,150,5,28,Medium,62
33577,Manhattan,299,2,11,Medium,0
33581,Brooklyn,120,2,23,Medium,4
33588,Queens,197,2,24,Medium,232
33593,Manhattan,139,1,58,Medium,96
33597,Manhattan,250,1,19,Medium,0
33625,Brooklyn,125,3,18,Medium,48
33628,Brooklyn,125,2,11,Medium,0
33633,Manhattan,150,3,30,Medium,20
33635,Brooklyn,148,2,38,Medium,102
33640,Bronx,102,1,50,Medium,349
33648,Queens,165,30,14,Medium,242
33652,Manhattan,500,5,39,High,114
33656,Manhattan,120,2,58,Medium,354
33657,Manhattan,120,2,57,Medium,351
33658,Manhattan,110,2,49,Medium,358
33667,Queens,159,2,22,Medium,58
33672,Manhattan,140,1,38,Medium,101
33676,Manhattan,120,2,25,Medium,6
33681,Brooklyn,120,3,13,Medium,9
33682,Manhattan,128,5,36,Medium,136
33685,Brooklyn,172,1,34,Medium,133
33703,Brooklyn,118,1,20,Medium,285
33712,Queens,110,2,12,Medium,332
33715,Manhattan,189,1,11,Medium,312
33725,Brooklyn,150,4,18,Medium,52
33728,Manhattan,179,1,35,Medium,331
33730,Manhattan,200,3,26,Medium,67
33731,Brooklyn,123,2,32,Medium,251
33735,Manhattan,490,2,15,High,179
33739,Brooklyn,289,30,32,Medium,60
33745,Queens,150,2,46,Medium,121
33748,Brooklyn,135,4,11,Medium,5
33749,Manhattan,145,3,28,Medium,43
33756,Manhattan,345,3,12,High,37
33768,Manhattan,125,2,26,Medium,118
33773,Manhattan,120,4,37,Medium,78
33774,Manhattan,110,1,73,Medium,187
33775,Manhattan,110,1,54,Medium,251
33776,Manhattan,115,1,59,Medium,194
33777,Manhattan,105,1,67,Medium,241
33806,Manhattan,130,2,19,Medium,32
33808,Manhattan,102,2,14,Medium,293
33819,Brooklyn,142,7,11,Medium,219
33823,Brooklyn,275,2,20,Medium,0
33824,Manhattan,157,5,11,Medium,0
33834,Manhattan,244,1,39,Medium,5
33842,Manhattan,225,2,12,Medium,5
33850,Queens,108,2,13,Medium,333
33856,Brooklyn,110,2,26,Medium,267
33861,Manhattan,125,1,59,Medium,262
33865,Brooklyn,200,3,32,Medium,141
33869,Brooklyn,120,2,31,Medium,99
33870,Brooklyn,460,1,33,High,113
33874,Manhattan,260,2,52,Medium,141
33879,Manhattan,129,2,55,Medium,12
33883,Manhattan,111,2,48,Medium,0
33887,Brooklyn,159,3,20,Medium,258
33894,Brooklyn,300,2,18,High,61
33899,Brooklyn,110,2,30,Medium,327
33904,Brooklyn,125,2,24,Medium,55
33909,Brooklyn,200,1,14,Medium,22
33914,Brooklyn,115,2,50,Medium,322
33924,Manhattan,149,4,22,Medium,65
33926,Brooklyn,150,3,28,Medium,57
33928,Brooklyn,175,1,53,Medium,84
33930,Queens,280,2,40,Medium,104
33935,Brooklyn,109,30,43,Medium,365
33936,Brooklyn,109,30,37,Medium,361
33941,Staten Island,130,2,52,Medium,96
33948,Manhattan,300,2,22,High,168
33950,Brooklyn,108,2,19,Medium,0
33956,Manhattan,150,1,30,Medium,66
33974,Manhattan,113,2,13,Medium,1
33976,Manhattan,125,2,34,Medium,12
33985,Manhattan,146,3,28,Medium,158
33988,Manhattan,150,2,41,Medium,316
33994,Manhattan,250,2,12,Medium,14
33998,Manhattan,150,2,14,Medium,0
34000,Manhattan,104,1,18,Medium,34
34003,Manhattan,250,1,34,Medium,20
34009,Manhattan,125,1,55,Medium,79
34025,Brooklyn,750,1,12,High,364
34044,Brooklyn,110,2,49,Medium,335
34060,Queens,165,1,38,Medium,122
34062,Brooklyn,149,2,24,Medium,145
34072,Manhattan,140,2,38,Medium,176
34080,Manhattan,199,3,35,Medium,255
34082,Manhattan,150,3,30,Medium,159
34083,Brooklyn,145,1,41,Medium,139
34097,Brooklyn,250,3,15,Medium,266
34100,Brooklyn,135,3,24,Medium,246
34106,Manhattan,1250,4,21,High,125
34113,Brooklyn,179,4,28,Medium,130
34115,Manhattan,115,2,43,Medium,72
34127,Brooklyn,180,3,17,Medium,106
34153,Manhattan,250,2,15,Medium,0
34160,Manhattan,115,55,11,Medium,204
34164,Manhattan,160,2,17,Medium,0
34165,Manhattan,329,4,17,High,252
34166,Manhattan,135,2,21,Medium,5
34168,Manhattan,275,2,47,Medium,275
34174,Manhattan,200,4,12,Medium,0
34179,Brooklyn,315,1,44,High,113
34189,Manhattan,195,2,21,Medium,2
34190,Brooklyn,150,5,36,Medium,145
34192,Manhattan,700,4,19,High,134
34193,Manhattan,275,2,27,Medium,29
34194,Manhattan,137,5,22,Medium,40
34197,Brooklyn,165,2,16,Medium,29
34203,Manhattan,185,7,13,Medium,292
34206,Brooklyn,150,1,36,Medium,29
34210,Manhattan,155,3,11,Medium,84
34223,Brooklyn,140,2,41,Medium,334
34227,Manhattan,165,2,11,Medium,2
34232,Brooklyn,150,2,17,Medium,0
34241,Brooklyn,150,4,27,Medium,29
34245,Brooklyn,135,2,44,Medium,7
34246,Manhattan,185,1,24,Medium,314
34247,Manhattan,128,1,11,Medium,30
34252,Manhattan,250,7,16,Medium,135
34253,Manhattan,225,2,17,Medium,0
34261,Manhattan,200,2,22,Medium,155
34262,Queens,120,3,21,Medium,152
34269,Brooklyn,110,2,21,Medium,13
34278,Staten Island,115,3,42,Medium,115
34300,Manhattan,195,2,42,Medium,257
34305,Queens,125,2,47,Medium,315
34313,Manhattan,110,1,42,Medium,8
34314,Manhattan,120,1,16,Medium,2
34315,Brooklyn,130,2,12,Medium,26
34317,Brooklyn,162,3,38,Medium,314
34319,Staten Island,135,2,65,Medium,293
34328,Manhattan,699,3,19,High,204
34362,Brooklyn,250,2,25,Medium,260
34366,Brooklyn,250,3,22,Medium,314
34369,Manhattan,125,1,35,Medium,35
34370,Bronx,132,1,44,Medium,103
34381,Manhattan,110,1,69,Medium,232
34382,Manhattan,110,1,63,Medium,267
34383,Manhattan,115,1,82,Medium,230
34385,Manhattan,105,1,79,Medium,241
34392,Manhattan,120,2,14,Medium,0
34402,Manhattan,118,3,21,Medium,10
34405,Brooklyn,204,5,28,Medium,225
34406,Manhattan,220,1,28,Medium,45
34421,Brooklyn,125,3,20,Medium,0
34426,Brooklyn,135,3,42,Medium,100
34434,Manhattan,120,2,25,Medium,180
34448,Brooklyn,130,5,14,Medium,305
34451,Manhattan,350,2,24,High,242
34460,Brooklyn,130,2,24,Medium,2
34462,Manhattan,180,2,23,Medium,2
34466,Manhattan,300,3,52,High,119
34467,Brooklyn,180,2,30,Medium,69
34468,Manhattan,199,5,18,Medium,248
34472,Brooklyn,150,2,12,Medium,0
34487,Brooklyn,600,2,23,High,328
34489,Brooklyn,110,1,57,Medium,223
34490,Brooklyn,150,3,22,Medium,144
34504,Manhattan,200,1,12,Medium,6
34509,Brooklyn,123,2,27,Medium,128
34510,Manhattan,150,2,41,Medium,67
34525,Brooklyn,130,3,12,Medium,90
34540,Brooklyn,113,3,24,Medium,96
34544,Manhattan,525,1,25,High,203
34555,Brooklyn,126,2,30,Medium,35
34561,Brooklyn,155,1,12,Medium,6
34575,Manhattan,140,5,13,Medium,24
34578,Queens,140,2,11,Medium,335
34579,Manhattan,126,4,34,Medium,90
34591,Manhattan,199,2,15,Medium,230
34599,Manhattan,195,2,14,Medium,33
34603,Brooklyn,160,2,59,Medium,23
34607,Queens,120,3,23,Medium,16
34613,Manhattan,180,2,19,Medium,179
34617,Manhattan,225,3,21,Medium,8
34619,Manhattan,150,2,26,Medium,55
34639,Manhattan,150,2,24,Medium,47
34642,Brooklyn,139,2,41,Medium,62
34646,Brooklyn,148,1,63,Medium,82
34647,Brooklyn,115,1,15,Medium,48
34651,Queens,196,2,21,Medium,202
34653,Manhattan,290,3,11,Medium,85
34659,Brooklyn,175,1,15,Medium,8
34677,Brooklyn,165,5,25,Medium,127
34678,Manhattan,450,3,34,High,80
34686,Brooklyn,138,2,62,Medium,151
34692,Queens,125,1,18,Medium,0
34696,Manhattan,160,1,17,Medium,5
34701,Brooklyn,175,1,54,Medium,137
34703,Manhattan,299,3,33,Medium,96
34705,Manhattan,285,2,44,Medium,70
34713,Manhattan,159,2,58,Medium,124
34719,Brooklyn,115,3,34,Medium,249
34721,Manhattan,250,4,16,Medium,0
34726,Brooklyn,170,2,18,Medium,0
34728,Manhattan,295,2,24,Medium,70
34729,Manhattan,125,30,39,Medium,32
34731,Manhattan,151,6,22,Medium,56
34739,Queens,200,1,32,Medium,324
34746,Brooklyn,170,4,12,Medium,308
34747,Brooklyn,689,2,18,High,340
34762,Brooklyn,195,3,33,Medium,241
34774,Manhattan,175,3,27,Medium,128
34782,Manhattan,195,2,53,Medium,150
34791,Brooklyn,136,2,13,Medium,3
34800,Manhattan,129,1,35,Medium,365
34801,Brooklyn,159,1,11,Medium,262
34818,Queens,125,3,16,Medium,123
34819,Brooklyn,165,3,55,Medium,37
34820,Manhattan,230,3,14,Medium,0
34822,Manhattan,250,5,59,Medium,58
34823,Brooklyn,290,4,12,Medium,117
34827,Queens,150,1,20,Medium,147
34828,Brooklyn,180,3,22,Medium,98
34831,Manhattan,120,3,22,Medium,10
34848,Manhattan,140,2,19,Medium,18
34850,Manhattan,245,2,33,Medium,262
34852,Brooklyn,199,2,14,Medium,250
34856,Queens,229,2,37,Medium,0
34868,Manhattan,200,4,13,Medium,172
34871,Manhattan,379,2,31,High,238
34881,Brooklyn,155,1,17,Medium,118
34888,Brooklyn,285,2,25,Medium,36
34889,Brooklyn,250,4,36,Medium,202
34893,Manhattan,120,1,12,Medium,0
34901,Brooklyn,172,3,32,Medium,78
34902,Brooklyn,125,2,51,Medium,89
34913,Manhattan,150,2,26,Medium,0
34916,Manhattan,158,2,21,Medium,18
34917,Manhattan,150,2,11,Medium,38
34921,Manhattan,155,1,13,Medium,312
34922,Queens,185,3,25,Medium,55
34928,Manhattan,120,14,15,Medium,0
34932,Manhattan,250,2,14,Medium,28
34936,Manhattan,148,2,18,Medium,1
34938,Manhattan,159,3,31,Medium,358
34939,Manhattan,200,4,16,Medium,56
34942,Brooklyn,104,2,20,Medium,0
34944,Brooklyn,125,2,43,Medium,95
34949,Brooklyn,136,2,24,Medium,130
34950,Brooklyn,125,1,68,Medium,261
34952,Brooklyn,175,3,16,Medium,0
34960,Manhattan,110,1,35,Medium,90
34967,Queens,170,2,11,Medium,0
34969,Brooklyn,295,2,31,Medium,25
34971,Brooklyn,150,3,44,Medium,252
34979,Manhattan,300,2,12,High,2
34981,Brooklyn,124,2,34,Medium,273
34987,Manhattan,180,1,41,Medium,30
34990,Manhattan,269,1,18,Medium,55
34995,Manhattan,199,3,14,Medium,3
34998,Manhattan,150,1,59,Medium,0
35002,Manhattan,135,1,70,Medium,0
35008,Manhattan,149,3,32,Medium,96
35009,Manhattan,200,1,29,Medium,0
35010,Manhattan,350,2,38,High,267
35013,Brooklyn,185,1,20,Medium,44
35014,Brooklyn,185,2,25,Medium,17
35015,Manhattan,140,3,28,Medium,333
35019,Manhattan,145,1,53,Medium,5
35031,Brooklyn,210,2,11,Medium,120
35032,Brooklyn,120,1,16,Medium,85
35037,Brooklyn,115,3,11,Medium,165
35040,Brooklyn,105,3,12,Medium,0
35049,Brooklyn,125,1,13,Medium,0
35060,Queens,150,2,22,Medium,118
35073,Queens,125,1,33,Medium,95
35074,Bronx,140,1,31,Medium,365
35075,Brooklyn,250,3,31,Medium,101
35086,Manhattan,119,1,29,Medium,103
35090,Manhattan,149,3,25,Medium,1
35096,Queens,130,2,17,Medium,352
35101,Queens,170,3,24,Medium,308
35104,Manhattan,349,4,32,High,255
35116,Brooklyn,119,4,23,Medium,31
35119,Manhattan,150,3,17,Medium,188
35154,Brooklyn,154,2,12,Medium,19
35156,Brooklyn,160,2,14,Medium,45
35168,Brooklyn,122,3,18,Medium,61
35174,Manhattan,180,3,21,Medium,162
35184,Brooklyn,123,13,23,Medium,0
35186,Queens,399,2,17,High,324
35190,Brooklyn,177,2,23,Medium,214
35192,Brooklyn,150,2,17,Medium,0
35198,Manhattan,300,2,11,High,8
35199,Manhattan,280,2,28,Medium,147
35211,Brooklyn,600,3,24,High,139
35223,Brooklyn,495,4,46,High,194
35234,Brooklyn,125,4,38,Medium,33
35240,Manhattan,225,2,14,Medium,0
35246,Manhattan,394,2,19,High,68
35248,Manhattan,499,2,28,High,233
35252,Manhattan,149,5,13,Medium,123
35258,Manhattan,269,1,63,Medium,216
35274,Manhattan,199,3,25,Medium,30
35279,Queens,195,1,94,Medium,0
35282,Queens,115,5,28,Medium,38
35285,Brooklyn,200,2,16,Medium,357
35289,Queens,115,2,31,Medium,169
35291,Manhattan,140,30,11,Medium,6
35303,Queens,129,1,52,Medium,296
35305,Manhattan,175,2,41,Medium,247
35307,Manhattan,460,2,11,High,27
35314,Brooklyn,175,1,76,Medium,321
35319,Brooklyn,480,1,11,High,63
35322,Queens,110,1,52,Medium,365
35324,Staten Island,150,2,27,Medium,259
35325,Brooklyn,350,1,23,High,334
35328,Queens,101,1,32,Medium,135
35331,Queens,165,3,24,Medium,51
35341,Manhattan,300,1,76,High,239
35351,Brooklyn,120,2,51,Medium,232
35353,Brooklyn,110,2,45,Medium,2
35356,Manhattan,150,1,17,Medium,362
35359,Manhattan,150,2,17,Medium,0
35362,Manhattan,150,5,20,Medium,26
35364,Brooklyn,150,5,25,Medium,54
35367,Brooklyn,200,2,13,Medium,89
35370,Brooklyn,285,3,13,Medium,275
35372,Bronx,280,2,32,Medium,344
35376,Manhattan,200,2,13,Medium,358
35387,Queens,120,1,16,Medium,14
35391,Bronx,130,1,38,Medium,349
35396,Manhattan,185,1,52,Medium,162
35403,Brooklyn,335,3,16,High,81
35404,Manhattan,848,1,19,High,355
35410,Manhattan,175,2,39,Medium,142
35411,Brooklyn,150,2,17,Medium,11
35414,Manhattan,167,2,60,Medium,164
35420,Manhattan,200,2,20,Medium,11
35444,Brooklyn,104,3,11,Medium,0
35448,Manhattan,250,1,28,Medium,25
35459,Brooklyn,134,2,35,Medium,34
35475,Brooklyn,115,3,32,Medium,168
35477,Brooklyn,109,1,16,Medium,179
35480,Queens,185,2,30,Medium,146
35510,Queens,150,2,27,Medium,317
35511,Brooklyn,200,2,17,Medium,0
35512,Manhattan,150,2,18,Medium,112
35517,Queens,179,1,57,Medium,0
35526,Queens,120,1,37,Medium,0
35528,Queens,261,1,14,Medium,240
35530,Manhattan,120,1,56,Medium,4
35537,Manhattan,225,3,33,Medium,128
35539,Brooklyn,140,2,51,Medium,125
35542,Manhattan,195,3,14,Medium,0
35560,Manhattan,149,1,16,Medium,337
35561,Manhattan,199,2,49,Medium,62
35570,Bronx,102,2,24,Medium,288
35576,Brooklyn,149,2,22,Medium,83
35580,Brooklyn,215,2,14,Medium,13
35583,Brooklyn,350,2,15,High,319
35592,Manhattan,149,3,36,Medium,109
35599,Manhattan,130,1,11,Medium,147
35600,Manhattan,105,1,43,Medium,176
35602,Brooklyn,325,3,15,High,124
35606,Brooklyn,245,3,11,Medium,280
35611,Brooklyn,197,2,48,Medium,104
35614,Manhattan,220,3,12,Medium,230
35615,Manhattan,106,4,27,Medium,0
35618,Manhattan,345,2,35,High,262
35620,Manhattan,300,2,53,High,14
35621,Brooklyn,200,2,13,Medium,0
35623,Manhattan,149,5,17,Medium,3
35625,Queens,125,2,27,Medium,0
35636,Brooklyn,135,5,15,Medium,0
35638,Manhattan,590,2,42,High,42
35644,Manhattan,350,3,41,High,74
35646,Brooklyn,180,1,12,Medium,109
35648,Manhattan,200,2,15,Medium,129
35659,Manhattan,269,4,26,Medium,49
35662,Manhattan,600,2,33,High,280
35673,Brooklyn,110,1,20,Medium,19
35678,Manhattan,225,2,11,Medium,0
35684,Manhattan,1500,4,17,High,32
35694,Manhattan,135,2,17,Medium,0
35700,Queens,150,2,23,Medium,175
35703,Brooklyn,145,3,14,Medium,0
35704,Manhattan,189,3,45,Medium,180
35707,Queens,280,1,33,Medium,294
35710,Manhattan,120,2,32,Medium,264
35711,Manhattan,130,2,45,Medium,277
35712,Manhattan,180,1,43,Medium,24
35714,Brooklyn,175,4,35,Medium,69
35720,Brooklyn,175,3,12,Medium,54
35721,Manhattan,110,2,46,Medium,38
35725,Queens,150,1,73,Medium,78
35728,Manhattan,120,1,38,Medium,16
35731,Brooklyn,110,2,29,Medium,63
35746,Manhattan,105,1,33,Medium,26
35754,Manhattan,130,4,37,Medium,38
35758,Queens,160,2,12,Medium,361
35762,Queens,170,3,31,Medium,238
35768,Manhattan,449,3,23,High,326
35770,Queens,150,2,19,Medium,309
35771,Brooklyn,101,2,37,Medium,170
35774,Brooklyn,190,3,11,Medium,179
35783,Manhattan,130,1,15,Medium,0
35784,Manhattan,149,2,32,Medium,75
35789,Queens,120,2,31,Medium,57
35791,Brooklyn,207,2,28,Medium,271
35796,Queens,300,2,29,High,298
35798,Manhattan,800,2,36,High,90
35806,Brooklyn,110,3,18,Medium,234
35826,Manhattan,200,3,21,Medium,42
35836,Manhattan,150,1,40,Medium,66
35839,Brooklyn,185,3,16,Medium,0
35842,Queens,260,1,15,Medium,267
35843,Manhattan,125,2,17,Medium,70
35844,Manhattan,199,1,86,Medium,22
35854,Manhattan,575,2,40,High,46
35860,Queens,166,4,31,Medium,280
35864,Brooklyn,155,2,12,Medium,0
35868,Brooklyn,195,4,22,Medium,67
35869,Brooklyn,125,3,25,Medium,139
35878,Brooklyn,400,3,25,High,30
35880,Manhattan,325,4,17,High,319
35882,Manhattan,135,10,13,Medium,7
35890,Brooklyn,175,3,22,Medium,285
35895,Brooklyn,150,2,14,Medium,2
35897,Brooklyn,105,1,71,Medium,55
35899,Manhattan,300,1,61,High,154
35909,Manhattan,1000,4,16,High,66
35915,Manhattan,399,3,13,High,229
35929,Brooklyn,120,1,23,Medium,37
35931,Manhattan,150,5,33,Medium,58
35938,Queens,150,2,14,Medium,97
35941,Manhattan,120,1,36,Medium,180
35944,Manhattan,250,1,36,Medium,301
35950,Brooklyn,160,2,22,Medium,48
35952,Manhattan,200,2,21,Medium,38
35961,Brooklyn,140,3,18,Medium,134
35964,Manhattan,199,2,35,Medium,200
35978,Manhattan,127,3,14,Medium,0
35985,Manhattan,355,2,13,High,308
36007,Queens,225,2,38,Medium,49
36011,Brooklyn,108,1,79,Medium,46
36013,Manhattan,150,2,31,Medium,124
36015,Manhattan,150,2,28,Medium,0
36024,Manhattan,150,2,38,Medium,243
36027,Manhattan,145,2,38,Medium,256
36031,Manhattan,209,1,51,Medium,1
36071,Manhattan,135,2,35,Medium,267
36074,Manhattan,170,5,28,Medium,0
36077,Brooklyn,105,1,58,Medium,0
36096,Brooklyn,225,2,37,Medium,229
36113,Manhattan,150,1,12,Medium,0
36114,Brooklyn,195,2,37,Medium,199
36123,Brooklyn,160,2,51,Medium,15
36126,Brooklyn,105,1,15,Medium,269
36127,Brooklyn,225,2,29,Medium,36
36128,Brooklyn,245,3,18,Medium,255
36142,Manhattan,325,1,59,High,180
36158,Manhattan,140,32,29,Medium,2
36176,Manhattan,299,1,32,Medium,264
36186,Manhattan,500,2,14,High,272
36194,Manhattan,185,15,11,Medium,331
36203,Brooklyn,150,4,22,Medium,123
36204,Brooklyn,200,2,22,Medium,20
36206,Brooklyn,200,2,16,Medium,136
36207,Manhattan,200,1,40,Medium,274
36210,Manhattan,125,1,25,Medium,68
36213,Manhattan,359,2,19,High,252
36220,Manhattan,225,3,15,Medium,6
36223,Manhattan,150,3,12,Medium,0
36225,Queens,115,2,34,Medium,81
36226,Manhattan,350,2,32,High,284
36232,Brooklyn,200,1,73,Medium,65
36234,Brooklyn,130,2,48,Medium,267
36241,Brooklyn,275,3,43,Medium,123
36246,Manhattan,288,3,44,Medium,48
36254,Queens,119,1,27,Medium,27
36276,Manhattan,180,5,27,Medium,88
36287,Brooklyn,105,2,13,Medium,335
36289,Manhattan,235,2,37,Medium,135
36293,Manhattan,139,2,11,Medium,0
36296,Brooklyn,120,3,33,Medium,73
36310,Brooklyn,175,3,38,Medium,122
36328,Manhattan,270,2,12,Medium,365
36333,Manhattan,185,1,36,Medium,233
36334,Manhattan,119,1,27,Medium,5
36336,Manhattan,160,2,44,Medium,275
36349,Manhattan,195,5,21,Medium,17
36355,Queens,120,2,36,Medium,48
36362,Manhattan,250,3,22,Medium,0
36367,Manhattan,200,1,20,Medium,313
36374,Manhattan,299,2,35,Medium,277
36393,Brooklyn,160,2,20,Medium,364
36399,Manhattan,240,2,26,Medium,267
36404,Manhattan,399,5,29,High,76
36405,Queens,149,2,35,Medium,362
36408,Manhattan,250,3,21,Medium,80
36413,Manhattan,300,1,54,High,48
36415,Brooklyn,120,2,15,Medium,0
36418,Brooklyn,275,2,45,Medium,249
36431,Manhattan,160,2,14,Medium,170
36433,Queens,150,3,37,Medium,7
36434,Brooklyn,210,4,20,Medium,268
36436,Brooklyn,125,3,15,Medium,175
36437,Manhattan,240,2,14,Medium,279
36440,Brooklyn,150,3,11,Medium,105
36446,Brooklyn,230,4,29,Medium,205
36448,Manhattan,175,2,22,Medium,24
36451,Brooklyn,129,2,38,Medium,192
36456,Manhattan,150,1,11,Medium,177
36467,Manhattan,175,2,11,Medium,6
36468,Manhattan,125,2,35,Medium,315
36480,Brooklyn,175,2,17,Medium,0
36482,Brooklyn,134,2,15,Medium,41
36489,Brooklyn,160,2,21,Medium,335
36491,Queens,128,3,33,Medium,325
36514,Manhattan,295,3,19,Medium,77
36515,Brooklyn,120,2,40,Medium,13
36518,Bronx,120,1,29,Medium,312
36521,Manhattan,135,1,20,Medium,1
36525,Manhattan,850,1,24,High,269
36528,Manhattan,200,31,25,Medium,91
36540,Manhattan,120,2,16,Medium,365
36541,Manhattan,350,2,29,High,65
36552,Manhattan,150,2,11,Medium,270
36560,Manhattan,800,2,12,High,220
36562,Brooklyn,175,2,14,Medium,119
36576,Manhattan,115,1,31,Medium,1
